movieId,imdbId,tmdbId,year
66025,393329,50318,2007
66066,1053859,1977,2009
66090,1020530,13510,2008
66097,327597,14836,2009
66130,1183252,15003,2008
66140,844666,141971,2007
66156,961728,14851,2008
66171,465580,13455,2009
66198,963178,4959,2009
66200,1103275,10362,2008
66203,1001508,10184,2009
66295,1263736,85394,2008
66304,785006,15189,2009
66310,814685,13492,2007
66320,492931,4832,2007
66330,961108,7353,2008
66335,1265998,14711,2009
66371,1069238,16804,2008
66385,1019454,25405,2009
66389,808148,73953,2008
66427,489235,1961,2007
66437,489225,15148,2007
66503,1320355,68190,2009
66506,991167,14204,2007
66509,1201167,20829,2009
66511,1213019,30508,2008
66537,490377,13639,2008
66579,831916,21851,2009
66584,1014801,17314,2008
66596,1237838,38087,2009
66639,891592,15268,2009
66659,1142800,15670,2009
66665,1176740,19255,2009
66691,1112782,14979,2009
66744,1023490,8832,2008
66762,869994,8279,2008
66773,497316,14063,2007
66783,758746,13207,2009
66785,901487,15067,2008
66789,1214983,14853,2009
66798,838232,15159,2009
66801,479044,18529,2008
66808,400426,7916,2008
66813,1200060,90324,2007
66859,1059773,29717,2008
66866,869152,17158,2007
66870,961066,17077,2008
66897,1080930,47497,2008
66934,1227926,14301,2008
66943,465430,13849,2008
66979,488023,85330,2007
67009,1104783,30906,2008
67073,489018,13613,2008
67087,1155056,16538,2009
67168,926063,13094,2008
67186,492044,18781,2009
67193,1135487,16558,2009
67197,448011,13811,2009
67223,990413,17003,2008
67247,1164092,161006,2008
67252,785035,16353,2008
67255,1132620,15472,2009
67267,862846,13090,2008
67356,1103984,17166,2008
67361,1124039,16325,2009
67365,465375,17097,2007
67405,1385824,19950,2009
67408,892782,15512,2009
67420,493402,14735,2007
67422,449573,24220,2007
67424,825239,21946,2007
67429,1172203,20529,2008
67457,943326,30155,2007
67508,765432,6968,2008
67534,490086,13161,2007
67607,498329,34015,2009
67620,1073241,14637,2008
67624,1085507,15912,2008
67657,478329,18096,2007
67665,1157605,18094,2008
67695,1197628,16991,2009
67734,1091722,16614,2009
67784,418586,16071,2007
67788,1093908,20048,2009
67792,865297,8747,2008
67799,1234541,16258,2009
67801,1173745,15451,2008
67839,981072,16005,2008
67850,1198399,284117,2008
67867,1098327,14164,2009
67923,1013752,13804,2009
67983,833960,16867,2008
67997,1226774,19833,2009
67999,1249171,16919,2008
68028,1133991,15801,2008
68039,803029,8902,2008
68073,1131729,18947,2009
68135,974661,16996,2009
68157,361748,16869,2009
68159,473705,16995,2009
68194,1226271,21641,2009
68201,814131,13119,2008
68205,1121931,15092,2009
68237,1182345,17431,2009
68259,1241195,13123,2008
68263,1038043,33974,2009
68269,962736,18320,2009
68273,462441,53204,2007
68288,865554,17436,2008
68314,1205551,30843,2008
68319,458525,2080,2009
68324,1103982,17680,2009
68337,1051245,120528,2007
68339,1058058,17073,2008
68347,1127715,21191,2009
68358,796366,13475,2009
68442,363780,22152,2008
68444,460810,16279,2008
68472,910559,6461,2008
68482,1117667,168643,2008
68486,1326972,15384,2009
68489,1331092,156908,2009
68498,1139800,15342,2008
68511,890883,25004,2007
68519,1231277,17532,2009
68522,393597,10946,2007
68533,1359583,nan,2009
68548,880648,17027,2008
68552,924129,15577,2009
68554,808151,13448,2009
68593,893401,17635,2008
68612,1049400,30312,2009
68650,1032819,17740,2009
68659,489049,13532,2009
68667,810945,25218,2007
68674,967945,24053,2008
68685,984200,15705,2008
68690,996605,14448,2007
68749,1082853,21583,2008
68791,438488,534,2009
68793,1078912,18360,2009
68833,943512,2049,2007
68835,476991,19375,2008
68838,977648,23997,2008
68848,844286,21755,2008
68858,1156173,30239,2009
68884,920473,10541,2007
68901,990404,15555,2007
68932,821642,17332,2009
68941,844708,18405,2009
68952,1127180,16871,2009
68954,1049413,14160,2009
68963,808244,16899,2008
68965,1153706,21724,2009
68967,836700,8282,2008
69027,1167660,15588,2009
69061,1138489,14857,2009
69069,1083456,17927,2009
69095,475286,19203,2007
69118,910905,13975,2009
69122,1119646,18785,2009
69131,443559,16164,2008
69134,870984,17609,2009
69187,1230448,16345,2009
69199,1043537,115306,2008
69243,870195,26506,2007
69253,1095174,14536,2009
69255,1024899,13710,2007
69275,1278340,14451,2009
69278,457400,18162,2009
69280,1059905,34482,2008
69284,1145446,16324,2008
69302,1122599,18468,2008
69304,780567,19724,2009
69306,1111422,18487,2009
69324,920458,8883,2008
69336,1278336,29314,2009
69358,1152397,21179,2008
69361,1160629,42341,2008
69372,997147,11693,2007
69394,1277737,33409,2008
69406,1041829,18240,2009
69436,1045778,17610,2009
69438,962774,8933,2007
69448,479519,8269,2007
69458,1032821,8940,2008
69469,1389762,19508,2009
69481,887912,12162,2008
69493,1042570,18507,2008
69495,910847,16240,2007
69516,1135092,8284,2009
69518,808425,4250,2007
69521,1092007,32451,2007
69526,1055369,8373,2009
69529,1014762,62320,2009
69552,436854,8939,2008
69574,1034325,19079,2008
69604,1178663,19265,2009
69606,821640,12556,2009
69640,1152836,11322,2009
69644,1080016,8355,2009
69652,1166085,10821,2008
69654,1131748,176241,2009
69666,1340123,47075,2009
69712,1078588,10024,2009
69714,1144804,10788,2009
69746,1295071,16440,2009
69757,1022603,19913,2009
69784,889583,18480,2009
69786,1015971,64831,2009
69805,1146438,14728,2008
69809,972558,16911,2008
69818,893402,8884,2008
69830,1361558,19105,2009
69842,944101,14758,2008
69844,417741,767,2009
69860,901481,14687,2007
69878,1160424,49360,2009
69919,837800,14531,2007
69934,404254,14197,2008
69951,1054606,8054,2009
69953,1278293,19929,2008
69981,960098,30121,2009
69988,1334537,23720,2009
69995,938341,8937,2008
70015,1194238,22302,2009
70032,833557,20382,2008
70093,1179258,22215,2009
70133,1187041,20407,2009
70159,1148204,21208,2009
70175,948547,16056,2008
70183,1142988,20943,2009
70197,1221143,204996,2008
70206,844479,21407,2009
70208,971209,12403,2009
70229,837796,14833,2008
70237,1251357,44578,2009
70282,775552,20856,2009
70286,1136608,17654,2009
70293,1135503,24803,2009
70295,1129435,38879,2008
70301,1198138,17335,2009
70305,1075417,13836,2009
70315,1161443,20071,2009
70331,1213922,15438,2008
70334,1114677,18126,2009
70336,1046173,14869,2009
70342,1048171,14415,2008
70344,1127877,30250,2009
70361,1160368,17134,2009
70439,465461,39286,2007
70451,1029235,13752,2008
70465,783532,22600,2008
70495,913401,17285,2007
70497,1037156,12407,2008
70507,819953,18440,2007
70533,923811,15137,2007
70545,848281,11115,2008
70565,1092633,19905,2009
70567,1185836,22051,2009
70587,1122836,16634,2009
70597,1176251,14940,2008
70599,452694,24420,2009
70607,1104835,13797,2008
70637,830570,31216,2007
70641,1151922,19556,2009
70643,976222,23367,2009
70656,1286800,45852,2008
70661,1047494,16710,2008
70663,1032815,19840,2009
70682,1142972,22025,2008
70687,1331064,25183,2009
70695,1045655,14745,2008
70697,436339,19585,2009
70706,1082601,17336,2009
70708,964185,11928,2009
70726,1074929,8895,2008
70728,1172570,18533,2009
70730,756703,30319,2007
70740,831299,18820,2007
70742,1186238,85097,2008
70800,1141486,nan,2007
70802,396707,18032,2008
70824,1185837,18759,2009
70839,1320347,33314,2009
70843,1363127,21657,2009
70846,1186369,8899,2008
70862,1229360,22492,2008
70869,1359554,35059,2009
70891,1343115,43303,2009
70898,1142433,25704,2009
70912,1095442,21371,2008
70920,1275778,41427,2009
70927,973844,36108,2007
70932,865559,23049,2009
70958,948535,15457,2008
70964,1196112,43734,2008
70968,808232,41496,2009
70970,436364,12410,2008
70976,823240,45458,2007
70984,1127896,26320,2009
70992,847880,34869,2007
70994,1311067,24150,2009
71007,1260995,65990,2009
71029,1500516,23451,2009
71033,1305806,25376,2009
71057,472033,12244,2009
71065,1332054,58450,2009
71094,466943,29914,2007
71106,910554,22494,2009
71108,1149362,37903,2009
71114,1272013,18120,2009
71129,1384590,17445,2009
71131,1000764,63581,2007
71133,1202222,23736,2009
71135,1188729,19898,2009
71139,475860,20171,2008
71154,790665,6309,2007
71156,1234548,10313,2009
71158,1193627,20715,2008
71184,1176244,22774,2008
71205,1131734,19994,2009
71211,1130080,11323,2009
71239,906734,3511,2008
71246,1190858,29134,2009
71248,1225822,12569,2009
71252,1144884,19912,2009
71254,1034032,18501,2009
71264,844471,22794,2009
71268,1385912,26367,2009
71282,1286537,18570,2008
71285,1339268,36703,2009
71304,762073,22536,2009
71318,858486,16873,2007
71322,1188998,22326,2009
71325,899106,25643,2009
71327,810784,29963,2009
71341,450336,30685,2009
71348,1282257,63615,2009
71379,1179904,23827,2009
71382,875705,14579,2008
71390,996966,16194,2008
71409,1423592,64450,2009
71418,1153690,25112,2008
71429,1262981,20178,2009
71438,1087578,25050,2008
71450,1232207,22074,2009
71460,1084972,22717,2009
71462,1313104,23128,2009
71464,1019452,12573,2009
71466,1174730,28053,2009
71482,1010055,24561,2009
