<<<<<<< HEAD
imdbID,Title,Year,Month,Box_Office,IMDB_Value,RT_Value,MC_Value,Vote_Average,Rated,Director,Language,Country,Runtime,Actor_1,Actor_2,Actor_3,Genre_1,Genre_2,Genre_3,Awards,Nominations,Adj_Box_Office,Log_Box_Office,Genre,Sub_Genre,Cluster
tt0796375,You Kill Me,2007,2,2429367.0,64.0,78.0,64.0,61.59,R,John Dahl,English,United States,90.0,Ben Kingsley, Téa Leoni, Luke Wilson,Comedy,Crime,Thriller/Horror,0.0,0.0,3174878.1047255257,14.970779797359496,Comedy,Crime,1
tt0829482,Superbad,2007,3,121463226.0,76.0,88.0,76.0,72.0,R,Greg Mottola,English,United States,113.0,Michael Cera, Jonah Hill, Christopher Mintz-Plasse,Comedy,Unknown,Unknown,0.0,0.0,158737208.81066066,18.882760618069742,Comedy,Unknown,1
tt0796335,Molière,2007,1,635733.0,71.0,69.0,59.0,64.25,PG-13,Laurent Tirard,French,France,115.0,Romain Duris, Fabrice Luchini, Laura Morante,Romance,Drama,Comedy,0.0,0.0,830823.3305842521,13.630172452660398,Comedy,Romance,1
tt0424823,Balls of Fury,2007,8,32886940.0,53.0,21.0,38.0,51.84,PG-13,Robert Ben Garant,English,United States,90.0,Dan Fogler, Christopher Walken, George Lopez,Comedy,Crime,Unknown,0.0,0.0,42979107.61833107,17.576224686243943,Comedy,Crime,0
tt0815244,Sydney White,2007,9,11892415.0,62.0,35.0,45.0,65.09,PG-13,Joe Nussbaum,English,United States,108.0,Amanda Bynes, Sara Paxton, Matt Long,Comedy,Unknown,Unknown,0.0,0.0,15541895.47969056,16.559049869705586,Comedy,Unknown,0
tt0477078,Rocket Science,2007,1,714943.0,66.0,84.0,73.0,62.0,R,Jeffrey Blitz,English,United States,101.0,Reece Thompson, Anna Kendrick, Nicholas D'Agosto,Comedy,Drama,Unknown,0.0,0.0,934340.8702047823,13.74759660802293,Comedy,Drama,1
tt0462244,Daddy Day Camp,2007,8,13235267.0,32.0,1.0,13.0,48.35,PG,Fred Savage,English,Unknown,89.0,Cuba Gooding Jr., Lochlyn Munro, Richard Gant,Family,Comedy,Unknown,0.0,0.0,17296834.693356868,16.666034077025827,Comedy,Family,0
tt0489237,The Nanny Diaries,2007,8,25930652.0,62.0,63.5,46.0,63.5,PG-13,"Shari Springer Berman, Robert Pulcini",English,United States,106.0,Scarlett Johansson, Laura Linney, Paul Giamatti,Comedy,Drama,Romance,0.0,0.0,33888111.296505295,17.338574811623193,Comedy,Drama,1
tt0841044,Two Days in Paris,2007,2,4433994.0,67.0,88.0,67.0,62.93,R,Julie Delpy,English,France,96.0,Julie Delpy, Adam Goldberg, Daniel Brühl,Comedy,Romance,Unknown,0.0,0.0,5794674.278149145,15.572449825781842,Comedy,Romance,1
tt0784972,The Brothers Solomon,2007,9,900926.0,53.0,16.0,32.0,50.0,R,Bob Odenkirk,English,United States,93.0,Will Arnett, Will Forte, Jenna Fischer,Comedy,Unknown,Unknown,0.0,0.0,1177397.334934553,13.978816912056285,Comedy,Unknown,0
tt0484111,The Good Night,2007,1,22441.0,58.0,30.0,49.0,53.49,R,Jake Paltrow,English,United Kingdom,93.0,Martin Freeman, Gwyneth Paltrow, Penélope Cruz,Comedy,Drama,Romance,0.0,0.0,29327.573622324468,10.286283431727911,Comedy,Drama,0
tt0811106,The Ten,2007,8,769726.0,49.0,35.0,50.0,49.0,R,David Wain,English,United States,96.0,Paul Rudd, Jessica Alba, Winona Ryder,Comedy,Unknown,Unknown,0.0,0.0,1005935.3831833396,13.821428396150804,Comedy,Unknown,0
tt0419984,Mr. Woodcock,2007,9,25799486.0,52.0,14.0,41.0,50.2,PG-13,Craig Gillespie,English,United States,87.0,Billy Bob Thornton, Seann William Scott, Susan Sarandon,Comedy,Romance,Unknown,0.0,0.0,33716693.77849158,17.333503637017106,Comedy,Romance,0
tt0452625,Good Luck Chuck,2007,9,35017297.0,56.0,5.0,19.0,58.89,R,Mark Helfrich,English,United States,101.0,Dane Cook, Jessica Alba, Dan Fogler,Comedy,Unknown,Unknown,0.0,0.0,45763217.13926749,17.638991207181423,Comedy,Unknown,0
tt0492956,The Game Plan,2007,9,90648202.0,61.0,29.0,44.0,64.35,PG,Andy Fickman,English,United States,110.0,Dwayne Johnson, Kyra Sedgwick, Madison Pettis,Comedy,Family,Unknown,0.0,0.0,118465835.65288268,18.59013517024436,Comedy,Family,0
tt0408839,The Heartbreak Kid,2007,10,36787257.0,58.0,29.0,46.0,57.03,R,"Bobby Farrelly, Peter Farrelly",English,United States,116.0,Ben Stiller, Michelle Monaghan, Malin Akerman,Comedy,Romance,Unknown,0.0,0.0,48076332.96336488,17.688300575801797,Comedy,Romance,1
tt0480242,Dan in Real Life,2007,10,47642963.0,68.0,65.0,65.0,65.37,PG-13,Peter Hedges,English,United States,98.0,Steve Carell, Juliette Binoche, Dane Cook,Comedy,Romance,Drama,0.0,0.0,62263379.74993007,17.946884005955564,Comedy,Romance,1
tt0805564,Lars and the Real Girl,2007,10,5972884.0,73.0,81.0,70.0,71.55,PG-13,Craig Gillespie,English,United States,106.0,Ryan Gosling, Emily Mortimer, Paul Schneider,Comedy,Drama,Romance,0.0,0.0,7805810.5809725,15.870378960603592,Comedy,Drama,1
tt0790804,The Comebacks,2007,10,13349927.0,43.0,9.0,25.0,48.77,PG-13,Tom Brady,English,United States,107.0,David Koechner, Robert Ri'chard, Carl Weathers,Comedy,Unknown,Unknown,0.0,0.0,17446680.938690666,16.674659984435124,Comedy,Unknown,0
tt0866437,The Jane Austen Book Club,2007,9,3575227.0,67.0,66.0,61.0,65.83,PG-13,Robin Swicord,English,Unknown,106.0,Kathy Baker, Hugh Dancy, Amy Brenneman,Comedy,Romance,Unknown,0.0,0.0,4672373.470835624,15.35717773840226,Comedy,Romance,1
tt0906108,Why Did I Get Married?,2007,10,55204525.0,59.0,48.0,54.0,64.0,PG-13,Tyler Perry,English,United States,113.0,Tyler Perry, Janet Jackson, Sharon Leal,Comedy,Drama,Unknown,0.0,0.0,72145393.30791639,18.094193992329604,Comedy,Drama,1
tt0446752,Full of It,2007,3,14273.0,55.0,6.0,33.0,52.68,PG-13,Christian Charles,English,United States,91.0,Ryan Pinkston, Kate Mara, Teri Polo,Comedy,Family,Drama,0.0,0.0,18653.021626105663,9.833763429434104,Comedy,Family,0
tt0388182,King of California,2007,1,268461.0,66.0,63.0,63.0,64.79,PG-13,M. Cahill,English,United States,93.0,Michael Douglas, Evan Rachel Wood, Willis Burks II,Comedy,Drama,Unknown,0.0,0.0,350844.87064849376,12.768099440788738,Comedy,Drama,1
tt0415965,Martian Child,2007,11,7500310.0,67.0,35.0,48.0,66.56,PG,Menno Meyjes,English,Unknown,106.0,John Cusack, Amanda Peet, Bobby Coleman,Comedy,Drama,Unknown,0.0,0.0,9801964.87301174,16.09809342079001,Comedy,Drama,1
tt0496328,Itty Bitty Titty Committee,2007,9,18445.0,54.0,38.0,54.14,54.14,Not Rated,Jamie Babbit,English,United States,87.0,Melonie Diaz, Ana Mercedes, Cecile Rivore,Comedy,Unknown,Unknown,0.0,0.0,24105.30259185308,10.090187119835113,Comedy,Unknown,0
tt0457419,Mr. Magorium's Wonder Emporium,2007,11,32061555.0,62.0,39.0,48.0,62.24,G,Zach Helm,English,United States,93.0,Natalie Portman, Dustin Hoffman, Jason Bateman,Family,Sci-Fi/Fantasy,Comedy,0.0,0.0,41900432.89999132,17.55080671658103,Comedy,Family,1
tt0780608,Smiley Face,2007,11,9397.0,57.0,66.0,71.0,60.11,R,Gregg Araki,English,United States,84.0,Anna Faris, John Krasinski, Adam Brody,Comedy,Unknown,Unknown,0.0,0.0,12280.70091925418,9.4157842781874,Comedy,Unknown,1
tt0461770,Enchanted,2007,11,127807262.0,71.0,93.0,75.0,68.01,PG,Kevin Lima,English,United States,107.0,Amy Adams, Susan Sarandon, James Marsden,Comedy,Family,Sci-Fi/Fantasy,0.0,0.0,167028068.52514207,18.93367243125886,Comedy,Family,1
tt0937375,This Christmas,2007,11,49121934.0,63.0,55.0,63.0,65.67999999999999,PG-13,Preston A. Whitmore II,English,United States,117.0,Regina King, Columbus Short, Delroy Lindo,Comedy,Drama,Romance,0.0,0.0,64196209.43166363,17.977454723796573,Comedy,Drama,1
tt1024943,Om Shanti Om,2007,11,3597372.0,67.0,79.0,70.46000000000001,70.46000000000001,Not Rated,Farah Khan,Hindi,India,162.0,Shah Rukh Khan, Deepika Padukone, Arjun Rampal,Comedy,Thriller/Horror,Drama,0.0,0.0,4701314.209566803,15.363352646650933,Comedy,Thriller/Horror,1
tt0952640,Alvin and the Chipmunks,2007,12,217326974.0,52.0,28.0,39.0,58.06,PG,Tim Hill,English,United States,92.0,Jason Lee, Ross Bagdasarian Jr., Janice Karman,Comedy,Family,Sci-Fi/Fantasy,0.0,0.0,284019109.22427684,19.46455207986285,Comedy,Family,0
tt0757361,Margot at the Wedding,2007,11,1959420.0,60.0,52.0,66.0,59.14,R,Noah Baumbach,English,United States,91.0,Nicole Kidman, Jennifer Jason Leigh, Flora Cross,Comedy,Drama,Unknown,0.0,0.0,2560716.291923489,14.75579757885121,Comedy,Drama,1
tt0467406,Juno,2007,12,143495265.0,75.0,94.0,81.0,70.0,PG-13,Jason Reitman,English,United States,96.0,Elliot Page, Michael Cera, Jennifer Garner,Comedy,Drama,Romance,1.0,4.0,187530321.67650548,19.049451105908208,Comedy,Drama,1
tt0479289,The Go-Getter,2007,1,11931.0,65.0,44.0,69.0,62.0,R,Martin Hynes,English,United States,93.0,Lou Taylor Pucci, Zooey Deschanel, M. Ward,Comedy,Unknown,Unknown,0.0,0.0,15592.32123737593,9.654533843680136,Comedy,Unknown,1
tt0472062,Charlie Wilson's War,2007,12,66661095.0,70.0,82.0,67.0,65.6,R,Mike Nichols,English,United States,102.0,Tom Hanks, Julia Roberts, Philip Seymour Hoffman,Comedy,Drama,History,0.0,0.0,87117694.01351391,18.28277056715596,Comedy,Drama,1
tt0841046,Walk Hard: The Dewey Cox Story,2007,12,18317151.0,68.0,74.0,63.0,65.48,R,Jake Kasdan,English,United States,96.0,John C. Reilly, Jenna Fischer, David Krumholtz,Comedy,Music,Drama,0.0,0.0,23938219.97699453,16.99098690182074,Comedy,Music,1
tt0490579,Dedication,2007,8,92853.0,66.0,40.0,50.0,64.0,R,Justin Theroux,English,United States,95.0,Billy Crudup, Mandy Moore, Tom Wilkinson,Comedy,Drama,Romance,0.0,0.0,121347.23022831844,11.706411386240932,Comedy,Drama,1
tt0841032,The Perfect Holiday,2007,12,5812781.0,47.0,19.0,32.0,56.0,PG,Lance Rivera,English,United States,96.0,Gabrielle Union, Morris Chestnut, Queen Latifah,Comedy,Drama,Romance,0.0,0.0,7596576.031725362,15.843208181599568,Comedy,Drama,0
tt0988595,27 Dresses,2008,1,76808654.0,61.0,41.0,47.0,63.96,PG-13,Anne Fletcher,English,United States,111.0,Katherine Heigl, James Marsden, Malin Akerman,Comedy,Romance,Unknown,0.0,0.0,96667677.52599823,18.386789649387502,Comedy,Romance,0
tt1032856,The Band's Visit,2007,5,3054457.0,75.0,98.0,80.0,70.96000000000001,PG-13,Eran Kolirin,Hebrew,Israel,83.0,Sasson Gabay, Ronit Elkabetz, Saleh Bakri,Comedy,Drama,Unknown,0.0,0.0,3991792.368598741,15.199750903186764,Comedy,Drama,1
tt0887719,Blonde Ambition,2007,12,6422.0,39.0,14.0,46.7,46.7,PG-13,Scott Marshall,English,United States,93.0,Jessica Simpson, Luke Wilson, Rachael Leigh Cook,Comedy,Romance,Unknown,0.0,0.0,8392.748888310134,9.035123384453795,Comedy,Romance,0
tt0760311,He Was a Quiet Man,2007,11,2431.0,67.0,80.0,53.0,64.42,Not Rated,Frank A. Cappello,English,United States,95.0,Christian Slater, Elisha Cuthbert, William H. Macy,Comedy,Drama,Romance,0.0,0.0,3177.0122309999906,8.06369648412046,Comedy,Drama,1
tt0486578,First Sunday,2008,1,37931869.0,45.0,56.67,41.0,56.67,PG-13,David E. Talbert,English,United States,96.0,Ice Cube, Katt Williams, Tracy Morgan,Comedy,Action/Adventure,Unknown,0.0,0.0,47739225.848827004,17.68126396275745,Comedy,Action/Adventure,0
tt1073498,Meet the Spartans,2008,1,38233676.0,28.0,2.0,9.0,40.21,PG-13,"Jason Friedberg, Aaron Seltzer",English,United States,84.0,Sean Maguire, Kevin Sorbo, Carmen Electra,Comedy,Unknown,Unknown,0.0,0.0,48119065.62249482,17.689189031228338,Comedy,Unknown,0
tt0489282,Strange Wilderness,2008,2,6575282.0,52.0,2.0,12.0,48.88,R,Fred Wolf,English,United States,87.0,Steve Zahn, Allen Covert, Justin Long,Comedy,Unknown,Unknown,0.0,0.0,8275333.662512831,15.928789800168316,Comedy,Unknown,0
tt0785007,Over Her Dead Body,2008,2,7563670.0,52.0,14.0,30.0,55.22,PG-13,Jeff Lowell,English,United States,95.0,Eva Longoria, Paul Rudd, Lake Bell,Comedy,Unknown,Unknown,0.0,0.0,9519271.259109257,16.068828855424677,Comedy,Unknown,0
tt0780536,In Bruges,2008,2,7800824.0,79.0,84.0,67.0,74.6,R,Martin McDonagh,English,United Kingdom,108.0,Colin Farrell, Brendan Gleeson, Ciarán Hinds,Comedy,Drama,Crime,0.0,0.0,9817741.876703994,16.099701702431954,Comedy,Drama,1
tt0780622,Teeth,2007,6,347578.0,54.0,80.0,57.0,52.78,R,Mitchell Lichtenstein,English,United States,94.0,Jess Weixler, John Hensley, Josh Pais,Comedy,Thriller/Horror,Unknown,0.0,0.0,454240.8709282249,13.0263828890355,Comedy,Thriller/Horror,1
tt0494652,"Welcome Home, Roscoe Jenkins",2008,2,42436517.0,55.0,23.0,46.0,60.73,PG-13,Malcolm D. Lee,English,United States,114.0,Martin Lawrence, Louis C.K., James Earl Jones,Comedy,Drama,Unknown,0.0,0.0,53408559.15379722,17.793481574865325,Comedy,Drama,0
tt0832266,"Definitely, Maybe",2008,2,32241649.0,71.0,70.0,59.0,69.0,PG-13,Adam Brooks,English,United Kingdom,112.0,Ryan Reynolds, Rachel Weisz, Abigail Breslin,Comedy,Romance,Unknown,0.0,0.0,40577788.64915956,17.518731397263497,Comedy,Romance,1
tt0826547,Great World of Sound,2007,1,22011.0,67.0,81.0,72.0,56.0,R,Craig Zobel,English,United States,106.0,Pat Healy, Kene Holiday, John Baker,Comedy,Drama,Music,0.0,0.0,28765.61753045693,10.26693611718644,Comedy,Drama,1
tt0839980,Semi-Pro,2008,2,33479698.0,58.0,22.0,47.0,56.28,R,Kent Alterman,English,United States,91.0,Will Ferrell, Woody Harrelson, André 3000,Comedy,Unknown,Unknown,0.0,0.0,42135937.57197996,17.556411558560345,Comedy,Unknown,0
tt0425413,Run Fatboy Run,2007,9,6003262.0,66.0,46.0,48.0,61.61,PG-13,David Schwimmer,English,United Kingdom,100.0,Simon Pegg, Thandiwe Newton, Hank Azaria,Comedy,Romance,Unknown,0.0,0.0,7845510.818550993,15.875452055930152,Comedy,Romance,1
tt0997047,College Road Trip,2008,3,45610425.0,43.0,12.0,36.0,55.59,G,Roger Kumble,English,United States,83.0,Raven-Symoné, Martin Lawrence, Kym Whitley,Comedy,Family,Action/Adventure,0.0,0.0,57403087.10166603,17.865608642102572,Comedy,Family,0
tt0451079,Horton Hears a Who!,2008,3,154529439.0,68.0,80.0,71.0,64.76,G,"Jimmy Hayward, Steve Martino",English,United States,86.0,Jim Carrey, Steve Carell, Carol Burnett,Family,Comedy,Family,0.0,0.0,194483319.25625747,19.085856955166363,Comedy,Family,1
tt0811138,The Love Guru,2008,6,32235793.0,38.0,13.0,24.0,41.84,PG-13,Marco Schnabel,English,United Kingdom,87.0,Mike Myers, Jessica Alba, Romany Malco,Comedy,Romance,Unknown,0.0,0.0,40570418.5692257,17.5185497523398,Comedy,Romance,0
tt0455805,Then She Found Me,2007,9,3735717.0,59.0,50.0,56.0,55.49,R,Helen Hunt,English,United States,100.0,Helen Hunt, Colin Firth, Bette Midler,Comedy,Drama,Romance,0.0,0.0,4882113.7805654425,15.401088835801405,Comedy,Drama,1
tt0486674,What Just Happened,2008,10,1090947.0,56.0,50.0,54.35,54.35,R,Barry Levinson,English,United States,104.0,Robert De Niro, John Turturro, Stanley Tucci,Comedy,Drama,Unknown,0.0,0.0,1373013.421039187,14.13251845967625,Comedy,Drama,1
tt0814130,The Hammer,2007,4,443591.0,71.0,80.0,57.0,63.92,R,Charles Herman-Wurmfeld,English,United States,88.0,Adam Carolla, Oswaldo Castillo, Heather Juergensen,Comedy,Unknown,Unknown,0.0,0.0,579717.8249944536,13.270296755508628,Comedy,Unknown,1
tt0940709,CJ7,2008,1,207378.0,64.0,49.0,46.0,72.0,PG,Stephen Chow,Cantonese,Hong Kong,86.0,Stephen Chow, Yuqi Zhang, Jiao Xu,Comedy,Drama,Family,0.0,0.0,260995.97618240345,12.472260269260332,Comedy,Drama,1
tt0817538,Drillbit Taylor,2008,2,32862104.0,57.0,26.0,41.0,57.65,PG-13,Steven Brill,English,United States,102.0,Owen Wilson, Josh Peck, Alex Frost,Comedy,Unknown,Unknown,0.0,0.0,41358663.46906453,17.537792473064577,Comedy,Unknown,0
tt0858479,Smart People,2008,4,9511289.0,61.0,50.0,57.0,59.080000000000005,R,Noam Murro,English,United States,95.0,Dennis Quaid, Thomas Haden Church, Sarah Jessica Parker,Comedy,Drama,Romance,0.0,0.0,11970450.85451666,16.297951742197988,Comedy,Drama,1
tt0379865,Leatherheads,2008,3,31373938.0,60.0,52.0,56.0,57.88,PG-13,George Clooney,English,United States,114.0,George Clooney, Renée Zellweger, John Krasinski,Comedy,Romance,Drama,0.0,0.0,39485729.32035318,17.49144988156388,Comedy,Romance,1
