<<<<<<< HEAD
imdbID,Title,Year,Month,Box_Office,IMDB_Value,RT_Value,MC_Value,Vote_Average,Rated,Director,Language,Country,Runtime,Actor_1,Actor_2,Actor_3,Genre_1,Genre_2,Genre_3,Awards,Nominations,Adj_Box_Office,Log_Box_Office,Genre,Sub_Genre,Cluster
tt0490204,Reign Over Me,2007,3,19661987.0,74.0,64.0,61.0,71.66,R,Mike Binder,English,United States,124.0,Adam Sandler, Don Cheadle, Jada Pinkett Smith,Drama,Unknown,Unknown,0.0,0.0,25695752.029931225,17.061836245539286,Drama,Unknown,1
tt0475355,Pride,2007,3,7057600.0,62.0,47.0,55.0,67.33,PG,Sunu Gonera,English,Germany,104.0,Terrence Howard, Bernie Mac, Kimberly Elise,Drama,Unknown,Unknown,0.0,0.0,9223398.404568298,16.03725411813715,Drama,Unknown,0
tt0427470,The Lookout,2007,3,4600585.0,70.0,87.0,73.0,66.44,R,Scott Frank,English,United States,99.0,Joseph Gordon-Levitt, Jeff Daniels, Matthew Goode,Drama,Drama,Thriller/Horror,0.0,0.0,6012387.830010321,15.609332537090786,Drama,Drama,1
tt0486822,Disturbia,2007,4,80209692.0,68.0,69.0,62.0,66.78,PG-13,D.J. Caruso,English,United States,105.0,Shia LaBeouf, David Morse, Carrie-Anne Moss,Thriller/Horror,Drama,Mystery,0.0,0.0,104824011.7353937,18.467793423219863,Drama,Thriller/Horror,1
tt0450188,La Vie En Rose,2007,2,10301706.0,76.0,50.0,66.0,74.63,PG-13,Olivier Dahan,French,France,140.0,Marion Cotillard, Sylvie Testud, Pascal Greggory,Music,Drama,Unknown,2.0,3.0,13463038.240298636,16.41545858035685,Drama,Music,1
tt0419843,In the Land of Women,2007,4,11052958.0,64.0,44.0,47.0,58.67,PG-13,Jonathan Kasdan,English,United States,97.0,Adam Brody, Kristen Stewart, Meg Ryan,Romance,Comedy,Drama,0.0,0.0,14444830.42152579,16.48584715221687,Drama,Romance,0
tt0338216,Lucky You,2007,5,5758950.0,59.0,28.0,49.0,56.150000000000006,PG-13,Curtis Hanson,English,United States,124.0,Eric Bana, Drew Barrymore, Robert Duvall,Drama,Romance,Unknown,0.0,0.0,7526225.663396708,15.833904234192598,Drama,Romance,0
tt0470705,Bug,2006,11,7025810.0,61.0,61.0,62.0,60.93,R,William Friedkin,English,United States,98.0,Ashley Judd, Michael Shannon, Harry Connick Jr.,Drama,Thriller/Horror,Thriller/Horror,0.0,0.0,9443371.704861112,16.06082364647602,Drama,Thriller/Horror,0
tt0441007,Gracie,2007,6,2956339.0,61.0,61.0,52.0,63.0,PG-13,Davis Guggenheim,English,Unknown,97.0,Carly Schroeder, Andrew Shue, Elisabeth Shue,Drama,Unknown,Unknown,0.0,0.0,3863564.443431625,15.167100746281792,Drama,Unknown,0
tt0842929,Paranoid Park,2007,7,486767.0,66.0,77.0,83.0,65.31,R,Gus Van Sant,English,France,85.0,Gabe Nevins, Daniel Liu, Taylor Momsen,Drama,Crime,Drama,0.0,0.0,636143.4441164839,13.363179357955351,Drama,Crime,1
tt0473360,Goal II: Living the Dream,2007,2,225067.0,58.0,39.0,60.0,60.0,PG-13,Jaume Collet-Serra,English,United Kingdom,115.0,Kuno Becker, Alessandro Nivola, Anna Friel,Drama,Unknown,Unknown,0.0,0.0,294134.352856633,12.591791924441669,Drama,Unknown,0
tt0829459,A Mighty Heart,2007,6,9176787.0,66.0,79.0,74.0,63.96,R,Michael Winterbottom,English,United States,100.0,Angelina Jolie, Dan Futterman, Irrfan Khan,Drama,Thriller/Horror,Unknown,0.0,0.0,11992910.135862488,16.299826211136715,Drama,Thriller/Horror,1
tt0432264,Introducing the Dwights,2007,6,379408.0,64.0,52.0,50.0,53.0,R,Cherie Nowlan,English,Australia,105.0,Brenda Blethyn, Khan Chittenden, Emma Booth,Drama,Comedy,Romance,0.0,0.0,495838.6904727455,13.114005931990226,Drama,Comedy,0
tt0765447,Evening,2007,6,12492481.0,64.0,27.0,45.0,58.6,PG-13,Lajos Koltai,English,United States,117.0,Vanessa Redgrave, Toni Collette, Claire Danes,Drama,Romance,Unknown,0.0,0.0,16326106.512766346,16.608276011091128,Drama,Romance,0
tt0445922,Across the Universe,2007,9,24343673.0,73.0,53.0,56.0,71.42,PG-13,Julie Taymor,English,United States,133.0,Evan Rachel Wood, Jim Sturgess, Joe Anderson,Drama,Romance,Sci-Fi/Fantasy,0.0,0.0,31814128.69949166,17.275421047805104,Drama,Romance,1
tt0458522,El cantante,2006,9,7556712.0,54.0,25.0,46.0,71.0,R,Leon Ichaso,Spanish,United States,116.0,Marc Anthony, Jennifer Lopez, John Ortiz,Drama,Drama,Music,0.0,0.0,10156955.608333334,16.13366931036304,Drama,Drama,3
tt0890882,A Man's Job,2007,2,506649.0,66.0,60.0,60.0,60.0,Unknown,Aleksi Salmenperä,Finnish,Finland,103.0,Tommi Korpela, Maria Heiskanen, Jani Volanen,Drama,Unknown,Unknown,0.0,0.0,662126.7255548803,13.403212244929716,Drama,Unknown,1
tt0808331,Joshua,2007,1,482355.0,58.0,62.0,69.0,56.28999999999999,R,George Ratliff,English,United States,105.0,Sam Rockwell, Vera Farmiga, Jacob Kogan,Drama,Thriller/Horror,Thriller/Horror,0.0,0.0,630377.5132389965,13.354074146266177,Drama,Thriller/Horror,0
tt0796368,Talk to Me,2007,7,4533261.0,73.0,83.0,69.0,68.43,R,Kasi Lemmons,English,United States,118.0,Don Cheadle, Chiwetel Ejiofor, Bruce McFee,Drama,Unknown,Unknown,0.0,0.0,5924403.802268716,15.594590615832857,Drama,Unknown,1
tt0416185,Resurrecting the Champ,2007,6,3172573.0,67.0,60.0,55.0,63.3,PG-13,Rod Lurie,English,United States,112.0,Samuel L. Jackson, Josh Hartnett, Kathryn Morris,Drama,Unknown,Unknown,0.0,0.0,4146155.172661593,15.23769199835457,Drama,Unknown,1
tt0431197,The Kingdom,2007,8,47536778.0,70.0,51.0,56.0,66.68,R,Peter Berg,English,United States,110.0,Jamie Foxx, Chris Cooper, Jennifer Garner,Thriller/Horror,Action/Adventure,Drama,0.0,0.0,62124609.2671046,17.944652752898183,Drama,Thriller/Horror,1
tt0486051,Wind Chill,2007,4,36804.0,58.0,46.0,52.0,58.09,R,Gregory Jacobs,English,United States,91.0,Emily Blunt, Ashton Holmes, Martin Donovan,Drama,Thriller/Horror,Thriller/Horror,0.0,0.0,48098.21396533264,10.781000323706587,Drama,Thriller/Horror,0
tt0775488,Illegal Tender,2007,8,3106835.0,54.0,15.0,40.0,63.0,R,Franc. Reyes,English,United States,108.0,Rick Gonzalez, Wanda De Jesus, Dania Ramirez,Drama,Thriller/Horror,Crime,0.0,0.0,4060243.848086736,15.216753590879426,Drama,Thriller/Horror,0
tt0473700,September Dawn,2007,5,1066555.0,58.0,16.0,25.0,50.43,R,Christopher Cain,English,United States,110.0,Jon Voight, Trent Ford, Tamara Hope,Drama,History,Western,0.0,0.0,1393853.6733995045,14.147582895926062,Drama,History,0
tt0810988,The Nines,2007,1,63165.0,62.0,64.0,52.0,59.47,R,John August,English,United States,100.0,Ryan Reynolds, Hope Davis, Melissa McCarthy,Drama,Sci-Fi/Fantasy,Unknown,0.0,0.0,82548.7361460775,11.321144139068474,Drama,Sci-Fi/Fantasy,0
tt0783233,Atonement,2007,9,50927067.0,78.0,83.0,85.0,76.59,R,Joe Wright,English,United Kingdom,123.0,Keira Knightley, James McAvoy, Brenda Blethyn,Drama,Romance,Unknown,1.0,7.0,66555291.95720115,18.013543618159385,Drama,Romance,2
tt1032846,"4 Months, 3 Weeks and 2 Days",2007,8,1198208.0,79.0,96.0,97.0,75.47,Not Rated,Cristian Mungiu,Romanian,Romania,114.0,Anamaria Marinca, Laura Vasiliu, Vlad Ivanov,Drama,Unknown,Unknown,0.0,0.0,1565907.6393591266,14.263976175095696,Drama,Unknown,3
tt0476964,The Brave One,2007,9,36793804.0,67.0,43.0,56.0,65.0,R,Neil Jordan,English,United States,122.0,Jodie Foster, Terrence Howard, Naveen Andrews,Drama,Drama,Thriller/Horror,1.0,3.0,48084889.07158222,17.68847852920253,Drama,Drama,1
tt0478134,In the Valley of Elah,2007,8,6777741.0,72.0,74.0,65.0,67.6,R,Paul Haggis,English,Unknown,124.0,Tommy Lee Jones, Charlize Theron, Jonathan Tucker,Drama,Drama,Thriller/Horror,0.0,0.0,8857657.776861418,15.996792928361472,Drama,Drama,1
tt0465436,December Boys,2007,9,50715.0,65.0,41.0,56.0,60.0,PG-13,Rod Hardy,English,Australia,105.0,Daniel Radcliffe, Teresa Palmer, Lee Cormie,Drama,Romance,Unknown,0.0,0.0,66278.14697456376,11.101615513614432,Drama,Romance,0
tt0283503,Brooklyn Rules,2007,4,458232.0,63.0,45.0,53.0,59.12,R,Michael Corrente,English,United States,99.0,Paulo Araujo, Daniel Tay, Ty Thomas Reed,Drama,Action/Adventure,Thriller/Horror,0.0,0.0,598851.7764852273,13.302769394865749,Drama,Action/Adventure,0
tt0480269,Interview,2007,7,416951.0,68.0,58.0,64.0,63.37,R,Steve Buscemi,English,United States,84.0,Sienna Miller, Steve Buscemi, Michael Buscemi,Drama,Unknown,Unknown,0.0,0.0,544902.684791311,13.2083624976857,Drama,Unknown,1
tt0473188,Bobby Z,2007,7,200026.0,58.0,61.6,61.6,61.6,R,John Herzfeld,English,United States,97.0,Paul Walker, Laurence Fishburne, Olivia Wilde,Drama,Action/Adventure,Thriller/Horror,0.0,0.0,261408.9051904583,12.473841146885242,Drama,Action/Adventure,0
tt0800027,Feast of Love,2007,9,3511074.0,66.0,39.0,51.0,62.91,R,Robert Benton,English,United States,101.0,Morgan Freeman, Radha Mitchell, Alexa Davalos,Romance,Drama,Unknown,0.0,0.0,4588533.542552884,15.339071041349143,Drama,Romance,0
tt0498399,We Own the Night,2007,10,28563179.0,68.0,57.0,59.0,66.77,R,James Gray,English,United States,118.0,Joaquin Phoenix, Mark Wahlberg, Eva Mendes,Drama,Crime,Thriller/Horror,0.0,0.0,37328494.05151875,17.435267508569357,Drama,Crime,1
tt0414055,Elizabeth: The Golden Age,2007,9,16383509.0,68.0,35.0,45.0,67.17,PG-13,Shekhar Kapur,English,United Kingdom,114.0,Cate Blanchett, Clive Owen, Geoffrey Rush,Drama,History,Romance,1.0,2.0,21411192.299341187,16.87942434791493,Drama,History,0
tt0465538,Michael Clayton,2007,7,49033882.0,72.0,91.0,82.0,67.52,R,Tony Gilroy,English,United States,120.0,George Clooney, Tilda Swinton, Tom Wilkinson,Drama,Thriller/Horror,Mystery,1.0,7.0,64081136.50654475,17.97566059631218,Drama,Thriller/Horror,2
tt0857265,Sleuth,2007,10,342895.0,64.0,35.0,49.0,62.63,R,Kenneth Branagh,English,United Kingdom,86.0,Michael Caine, Jude Law, Harold Pinter,Drama,Mystery,Thriller/Horror,0.0,0.0,448120.7770253976,13.012818066638392,Drama,Mystery,0
tt0804522,Rendition,2007,9,9736045.0,68.0,47.0,55.0,64.61,R,Gavin Hood,English,United States,120.0,Reese Witherspoon, Jake Gyllenhaal, Peter Sarsgaard,Drama,Thriller/Horror,Unknown,0.0,0.0,12723790.228945414,16.358984045464517,Drama,Thriller/Horror,1
tt0469623,Things We Lost in the Fire,2007,9,3287315.0,71.0,65.0,63.0,65.45,R,Susanne Bier,English,United States,113.0,Halle Berry, Benicio Del Toro, Alison Lohman,Drama,Unknown,Unknown,0.0,0.0,4296108.581715234,15.273220189924809,Drama,Unknown,1
tt0831884,Reservation Road,2007,9,121994.0,66.0,38.0,46.0,65.0,R,Terry George,English,United States,102.0,Joaquin Phoenix, Mark Ruffalo, Jennifer Connelly,Drama,Crime,Thriller/Horror,0.0,0.0,159430.86388671858,11.97936565198247,Drama,Crime,0
tt0452623,Gone Baby Gone,2007,6,20300218.0,76.0,95.0,72.0,73.0,R,Ben Affleck,English,United States,113.0,Morgan Freeman, Ed Harris, Casey Affleck,Drama,Drama,Mystery,0.0,0.0,26529839.93334684,17.093780692674947,Drama,Drama,1
tt0758798,Weirdsville,2007,10,8161.0,62.0,58.0,59.0,59.0,R,Allan Moyle,English,Canada,90.0,Scott Speedman, Wes Bentley, Taryn Manning,Drama,Action/Adventure,Comedy,0.0,0.0,10665.40387379306,9.27476049927358,Drama,Action/Adventure,0
tt0758732,Beaufort,2007,2,102591.0,67.0,85.0,66.72,66.72,Unrated,Joseph Cedar,Hebrew,Israel,131.0,Alon Aboutboul, Adi Adouan, Ya'akov Ahimeir,Drama,Drama,Unknown,0.0,0.0,134073.5753971699,11.806143998377332,Drama,Drama,1
tt0762110,Irina Palm,2007,2,44383.0,72.0,66.0,55.0,69.85000000000001,R,Sam Garbarski,English,Belgium,103.0,Marianne Faithfull, Predrag 'Miki' Manojlovic, Kevin Bishop,Drama,Unknown,Unknown,0.0,0.0,58003.01680315614,10.968250302023405,Drama,Unknown,1
tt0449018,The Final Season,2007,10,1159691.0,65.0,25.0,43.0,52.0,PG,David Mickey Evans,English,United States,119.0,Sean Astin, Powers Boothe, Rachael Leigh Cook,Drama,Unknown,Unknown,0.0,0.0,1515570.7491487495,14.231302658091268,Drama,Unknown,0
tt0421082,Control,2007,9,872252.0,76.0,88.0,78.0,75.49000000000001,R,Anton Corbijn,English,United Kingdom,121.0,Sam Riley, Samantha Morton, Craig Parkinson,Drama,Unknown,Unknown,0.0,0.0,1139924.0117294134,13.946472161771336,Drama,Unknown,1
tt0765451,Fugitive Pieces,2007,9,635783.0,69.0,68.0,60.0,61.17,R,Jeremy Podeswa,English,Canada,104.0,Stephen Dillane, Rade Serbedzija, Rosamund Pike,Drama,Unknown,Unknown,0.0,0.0,830888.6743158647,13.630251098937796,Drama,Unknown,1
tt0494834,Silk,2007,9,1103075.0,58.0,7.0,39.0,57.56,R,François Girard,English,Canada,107.0,Michael Pitt, Keira Knightley, Kôji Yakusho,Drama,Romance,Unknown,0.0,0.0,1441580.734969278,14.181250802101854,Drama,Romance,0
tt0880502,The Edge of Heaven,2007,9,742349.0,77.0,90.0,85.0,72.06,Not Rated,Fatih Akin,German,Germany,122.0,Baki Davrak, Gürsoy Gemec, Cengiz Daner,Drama,Unknown,Unknown,0.0,0.0,970157.0763762288,13.785213271778089,Drama,Unknown,1
tt0861739,Elite Squad,2007,10,8744.0,80.0,51.0,33.0,80.58999999999999,R,José Padilha,Portuguese,Brazil,115.0,Wagner Moura, André Ramiro, Caio Junqueira,Drama,Action/Adventure,Crime,0.0,0.0,11427.311784394864,9.34376153966071,Drama,Action/Adventure,3
tt0765429,American Gangster,2007,11,130164645.0,78.0,81.0,76.0,75.77,R,Ridley Scott,English,United States,157.0,Denzel Washington, Russell Crowe, Chiwetel Ejiofor,Drama,Crime,Unknown,0.0,0.0,170108872.56633967,18.951949216889588,Drama,Crime,1
tt0292963,Before the Devil Knows You're Dead,2007,9,7084227.0,73.0,88.0,85.0,71.0,R,Sidney Lumet,English,United States,117.0,Philip Seymour Hoffman, Ethan Hawke, Albert Finney,Drama,Drama,Thriller/Horror,0.0,0.0,9258196.555401225,16.041019831218712,Drama,Drama,1
tt0401383,The Diving Bell and the Butterfly,2007,5,6003227.0,80.0,94.0,92.0,75.67999999999999,PG-13,Julian Schnabel,French,France,112.0,Mathieu Amalric, Emmanuelle Seigner, Marie-Josée Croze,Drama,History,Unknown,0.0,0.0,7845465.077938864,15.875446225749489,Drama,History,1
tt0477348,No Country for Old Men,2007,6,74283625.0,82.0,93.0,92.0,79.0,R,"Ethan Coen, Joel Coen",English,United States,122.0,Tommy Lee Jones, Javier Bardem, Josh Brolin,Drama,Drama,Thriller/Horror,4.0,8.0,97079385.10407926,18.39103960489325,Drama,Drama,2
tt0799934,Be Kind Rewind,2008,1,11175164.0,64.0,65.0,52.0,62.7,PG-13,Michel Gondry,English,United Kingdom,102.0,Jack Black, Yasiin Bey, Danny Glover,Drama,Comedy,Unknown,0.0,0.0,14064523.899248969,16.459166149297545,Drama,Comedy,0
tt0426931,August Rush,2007,11,31664162.0,74.0,37.0,38.0,73.92999999999999,PG,Kirsten Sheridan,English,United States,114.0,Freddie Highmore, Keri Russell, Jonathan Rhys Meyers,Family,Drama,Music,0.0,0.0,41381090.06925756,17.538334572836046,Drama,Family,1
tt0445336,"You, the Living",2007,9,21438.0,74.0,98.0,81.0,70.9,Not Rated,Roy Andersson,Swedish,Sweden,95.0,Elisabeth Helander, Jörgen Nohall, Jan Wikbladh,Drama,Comedy,Music,0.0,0.0,28016.77836617762,10.2405588370558,Drama,Comedy,3
tt0484740,Love in the Time of Cholera,2007,10,4607608.0,64.0,27.0,43.0,66.24,R,Mike Newell,English,United States,139.0,Javier Bardem, Giovanna Mezzogiorno, Benjamin Bratt,Drama,Romance,Unknown,0.0,0.0,6021566.010552614,15.610857918099146,Drama,Romance,0
tt0822849,Rails & Ties,2007,9,22136.0,67.0,34.0,44.0,64.63,PG-13,Alison Eastwood,English,United States,101.0,Kevin Bacon, Marcia Gay Harden, Miles Heizer,Drama,Unknown,Unknown,0.0,0.0,28928.97685948819,10.272599031271096,Drama,Unknown,0
tt0488478,12,2007,6,125120.0,76.0,77.0,72.0,72.35000000000001,PG-13,Nikita Mikhalkov,Russian,Russia,159.0,Sergey Makovetskiy, Sergey Garmash, Apti Magamaev,Drama,Drama,Mystery,0.0,0.0,163516.1539871324,12.004667065583474,Drama,Drama,3
tt0995829,XXY,2007,6,48334.0,70.0,84.0,67.0,68.0,Not Rated,Lucía Puenzo,Spanish,Argentina,86.0,Ricardo Darín, Valeria Bertuccelli, Germán Palacios,Drama,Unknown,Unknown,0.0,0.0,63166.47847517628,11.053529035547262,Drama,Unknown,3
tt0480249,I Am Legend,2007,12,256393010.0,72.0,68.0,65.0,71.92999999999999,PG-13,Francis Lawrence,English,United States,101.0,Will Smith, Alice Braga, Charlie Tahan,Drama,Sci-Fi/Fantasy,Thriller/Horror,0.0,0.0,335073520.655246,19.629860530353024,Drama,Sci-Fi/Fantasy,1
tt0368794,I'm Not There,2007,10,4017609.0,68.0,77.0,73.0,66.0,R,Todd Haynes,English,Germany,135.0,Christian Bale, Cate Blanchett, Heath Ledger,Drama,Music,Unknown,0.0,0.0,5250511.284399687,15.473836017330653,Drama,Music,1
tt0775529,The Savages,2007,1,6623082.0,71.0,90.0,85.0,68.0,R,Tamara Jenkins,English,United States,114.0,Laura Linney, Philip Seymour Hoffman, Philip Bosco,Drama,Unknown,Unknown,0.0,0.0,8655537.85311225,15.973709888290989,Drama,Unknown,1
tt0438859,Goodbye Bafana,2007,2,2958014.0,71.0,44.0,68.17,68.17,R,Bille August,English,Germany,115.0,Joseph Fiennes, Dennis Haysbert, Diane Kruger,Drama,Drama,Unknown,0.0,0.0,3865753.458440644,15.167667164973672,Drama,Drama,1
tt0765120,My Blueberry Nights,2007,11,867275.0,66.0,46.0,51.0,64.0,PG-13,Kar-Wai Wong,English,China,95.0,Norah Jones, Jude Law, Natalie Portman,Drama,Romance,Unknown,0.0,0.0,1133419.6966847046,13.940749900972074,Drama,Romance,0
tt0758784,Starting Out in the Evening,2007,11,898786.0,69.0,87.0,78.0,68.0,PG-13,Andrew Wagner,English,United States,111.0,Frank Langella, Lauren Ambrose, Patti Perkins,Drama,Unknown,Unknown,0.0,0.0,1174600.623221537,13.976438752652347,Drama,Unknown,1
tt0937237,Redacted,2007,11,65388.0,61.0,45.0,52.0,61.63,R,Brian De Palma,English,United States,90.0,Patrick Carroll, Rob Devaney, Izzy Diaz,Drama,Crime,Thriller/Horror,0.0,0.0,85453.91845356948,11.355732544175437,Drama,Crime,0
tt0825232,The Bucket List,2007,12,93466502.0,74.0,41.0,42.0,71.59,PG-13,Rob Reiner,English,United States,97.0,Jack Nicholson, Morgan Freeman, Sean Hayes,Drama,Comedy,Unknown,0.0,0.0,122149000.42895314,18.620752172490484,Drama,Comedy,1
tt0419887,The Kite Runner,2007,12,15800078.0,76.0,65.0,61.0,73.08,PG-13,Marc Forster,Arabic,United States,128.0,Khalid Abdalla, Ahmad Khan Mahmoodzada, Atossa Leoni,Drama,Unknown,Unknown,0.0,0.0,20648721.12577288,16.843163944498208,Drama,Unknown,1
tt0489664,Shattered,2007,7,482919.0,66.0,63.94,63.94,63.94,R,Mike Barker,English,United Kingdom,95.0,Pierce Brosnan, Maria Bello, Gerard Butler,Drama,Drama,Thriller/Horror,0.0,0.0,631114.5905315855,13.35524272651216,Drama,Drama,1
tt0473356,The Flock,2007,8,2710004.0,57.0,57.01,57.01,57.01,R,Andrew Lau,English,United States,105.0,Richard Gere, Claire Danes, KaDee Strickland,Drama,Drama,Mystery,0.0,0.0,3541635.4808962974,15.08009917867389,Drama,Drama,0
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,2007,12,52898073.0,73.0,86.0,83.0,72.06,R,Tim Burton,English,United States,116.0,Johnny Depp, Helena Bonham Carter, Alan Rickman,Drama,Thriller/Horror,Unknown,1.0,3.0,69131149.69861388,18.051515978748203,Drama,Thriller/Horror,1
tt0469494,There Will Be Blood,2007,12,40222514.0,82.0,91.0,93.0,80.95,R,Paul Thomas Anderson,English,United States,158.0,Daniel Day-Lewis, Paul Dano, Ciarán Hinds,Drama,Unknown,Unknown,2.0,8.0,52565783.19192446,17.777575956375497,Drama,Unknown,2
tt0960790,Keinohrhasen,2007,12,74002437.0,65.0,61.54,61.54,61.54,Unknown,Til Schweiger,German,Germany,116.0,Til Schweiger, Nora Tschirner, Matthias Schweighöfer,Drama,Comedy,Romance,0.0,0.0,96711907.63998611,18.38724709286296,Drama,Comedy,1
tt0427309,The Great Debaters,2007,12,30236407.0,75.0,71.97,65.0,71.97,PG-13,Denzel Washington,English,United States,126.0,Denzel Washington, Forest Whitaker, Kimberly Elise,Drama,Unknown,Unknown,0.0,0.0,39515193.27868932,17.49219579588318,Drama,Unknown,1
tt0431308,P.S. I Love You,2007,11,53695808.0,70.0,71.84,39.0,71.84,PG-13,Richard LaGravenese,English,United States,126.0,Hilary Swank, Gerard Butler, Harry Connick Jr.,Drama,Romance,Unknown,0.0,0.0,70173689.33337192,18.06648400292162,Drama,Romance,1
tt0795493,Cassandra's Dream,2007,6,973018.0,66.0,46.0,49.0,62.38,PG-13,Woody Allen,English,United States,108.0,Colin Farrell, Ewan McGregor, Hayley Atwell,Drama,Drama,Unknown,0.0,0.0,1271612.5409227267,14.05579637028749,Drama,Drama,0
tt0986264,Like Stars on Earth,2007,12,1223869.0,84.0,92.0,80.00999999999999,80.00999999999999,PG,"Aamir Khan, Amole Gupte",Hindi,India,165.0,Darsheel Safary, Aamir Khan, Tisca Chopra,Drama,Unknown,Unknown,0.0,0.0,1599443.3492972965,14.285166219987246,Drama,Unknown,1
tt0780516,Flawless,2007,9,1200234.0,67.0,55.0,57.0,65.61,PG-13,Michael Radford,English,United Kingdom,108.0,Demi Moore, Michael Caine, Lambert Wilson,Drama,Drama,Thriller/Horror,0.0,0.0,1568555.3673640653,14.265665605552536,Drama,Drama,1
tt0848542,Arranged,2007,3,23571.0,73.0,64.0,60.58,60.58,Not Rated,"Diane Crespo, Stefan C. Schaefer",English,United States,90.0,Zoe Lister-Jones, Francis Benhamou, Mimi Lieber,Drama,Comedy,Romance,0.0,0.0,30804.341956767083,10.335410931648267,Drama,Comedy,1
tt0770810,How She Move,2008,1,7070641.0,36.0,66.0,63.0,42.86,PG-13,Ian Iqbal Rashid,English,Canada,94.0,Rutina Wesley, Tre Armstrong, Brennan Gademans,Drama,Unknown,Unknown,0.0,0.0,8898768.673776029,16.001423473869828,Drama,Unknown,0
tt0406759,The Eye,2008,2,31418697.0,54.0,22.0,36.0,57.85,PG-13,"David Moreau, Xavier Palud",English,United States,98.0,Jessica Alba, Alessandro Nivola, Parker Posey,Drama,Thriller/Horror,Thriller/Horror,0.0,0.0,39542060.84490231,17.49287549485692,Drama,Thriller/Horror,0
